,title,link,published,summary
151,"Precise Bio completes 1st human cornea transplant using 3D-printed, lab-grown tissue - Fierce Biotech",https://news.google.com/rss/articles/CBMiwAFBVV95cUxQUE9nMjhic0paSmk5QWVlRmRrOXhxc1lSSlJzc1pudmVQVTRTSEpBemNJeW1mSkIweE9KdlZCckxGdThmeEtVREt1ejVTU3RlMjluS3otWFFWSmJJZy1xV2Jub3ZKb01fbDNtSnJBcmU4SmJyZGptcjNzV1lGbDhRbXdvaGhwcndySzd6SE1lUzNUVzRaX3BQUzNxemJMSWdQME9oNmFMNEk0dF9kOXVyWFZsdUxEbktucFptWl9QZ2k?oc=5,11192025,"Precise Bio completes 1st human cornea transplant using 3D-printed, lab-grown tissue - Fierce Biotech"
152,"Justin Bieber Taps Zellerfeld for First 3D-printed Shoe Silhouette, the Earth Bender - WWD",https://news.google.com/rss/articles/CBMirAFBVV95cUxNUnNPVlMzc3Bkc2hQbVY0eURRcVczb0ZSRHdJT1RoWDNVdXo5cy1NTklZU0hiRVlZY0RNc05lYWdmVnF1b1k4SzJvNGJtQUZIVjVxYW1qVmswazJXUEkyVFJ4ZWt1STJleExWU25yd0ZMaWhzd1FCSWdwRC1kLXp4c2w2NkU0YXI5YmZMQmNXYWpJR1NSMng1aVRkc0dCb3dUWFdnN21RS0RmdDZ5?oc=5,12042025,"Justin Bieber Taps Zellerfeld for First 3D-printed Shoe Silhouette, the Earth Bender - WWD"
153,$3.5M NSF grant empowers multi-directional 3D printing - VoxelMatters,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNTGFMbzZfSHdjd2ZjXzhQZjFTenBvUjVnbHBTS0pOOUQ5Y25KWXBTMkZaYVQ4ekJQRFMxOUJNbDJyMUd4ZnVadW8zdjFVTEtRUUdYQmh0VEhfcG5Id2g5alEtWThYRGNLZ0NoeUVBTEd0TmdqM3FZX0xTVGtGY1BoRS1INFNmcllXNC1R?oc=5,12042025,$3.5M NSF grant empowers multi-directional 3D printing - VoxelMatters
154,ExtrudeX machine recycles failed/old 3D prints into new filament (Crowdfunding) - CNX Software,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPM0I1MnExb2FOM1g5MF8tUUdpbzB3ZFZ4N0I2Q21ZcE14RzMwSnByTjBJNWVhbEwtV3JYVFF6VlpYcVhfeHU5NkRFUk9heURnVFE5dEM0Q2JiRUh3dUtWeEIyQkhSY3h6TE5qQ3VWbmlERTJLMUJ5RG1GZno2TElYTkpsbXJtMnVDeVZhTGFKQTBGY24tMVhjbm9HTTM5TlhDT0oxZk1KaU7SAbABQVVfeXFMT215M3l4MEFGOEhoNVhYOXp5V25PajA1Rm1pZEtJYVIxOXE3Mjg2UVVNOHBkd3MzTDhYVGlISG43MlBNbHZySkl3aE1iVFZBazgwX1RoMEg2d2cwM2ZCUTJOdlU5c1p6U0I3UEhUN2ExNXdqUEVzWHkwNHhjQkwxUHE3cm5yUGRTWUc1ZVhFRGpHNkpMdW9tVk5QN0NuSGZZVnFUXzRRZU03MDBYakZIVzE?oc=5,12052025,ExtrudeX machine recycles failed/old 3D prints into new filament (Crowdfunding) - CNX Software
155,Northrop Grumman & Titomic Achieve Successful Hot Fire Test with 3D Printed Thrust Chamber - 3DPrint.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxNR0ZkTXY2N1QwT0R4bXF3SUowNGNLYWFKZFVjU1A2QWx6a09KSkRVdTh1dWtQTVpjd3ZqY0xNem5lNGQzd0JOX1FENzNTdF9yZVZJdEJ0VmlmNmpINmpOYjhkNTEzUndLSHVTMEdHV080M2NYeF84UzZva0VzS25XalRPcXQ3MlFSUVVFVnYzTTY5T3gzOHMtOTVsNHdzR0ZLS21WcDN4TnZUX3IweHpXTFZaQdIBuAFBVV95cUxPbzdZRFg2SGtkQkIydnQtaEFRZ3pMNWl2VW1GWFRTT295bzlGb1Bfa1ZhUzBxeUNnaGxGRmIteVdadzVhemVEOHZQM0FEbUFORnNTQ3lfZW1ILTNLT3Nub2dzYzA1XzFkMHpJdDdtSDVmak5VemE0UmhvMW1rdnRoN3JiN0s1eE45ZERELTJpdHVQajdIV2dMNC1OV2ljWkt4S2lfNE1XLTBYbW90R1BGTjBDdkk0SC1N?oc=5,12042025,Northrop Grumman & Titomic Achieve Successful Hot Fire Test with 3D Printed Thrust Chamber - 3DPrint.com
156,The Complicated Reality of 3D Printed Prosthetics - IEEE Spectrum,https://news.google.com/rss/articles/CBMibkFVX3lxTFBoNVM3NGI5YmR2OS1TcTZkR2J4Z21Bay00RFJIVlM1M1pPV2NuRG9UOEhneTlOOXpNd1c5SVNuUW1TT2JoTWVfSUdPcURmQlpUREU1bXdueVVpMFUxSlI3Zlp4UjlPSW95TC1PVGRB0gGCAUFVX3lxTFBKdFJWbGJZTXZmVW50eVYyNG9VenVBUlJScGllenNWVnRlUjNNNWpCblpOYTlPYjRjNzZ3OG40WjR0TURBaGJwZ1hGRDNJQU5tbk9UWWpDaDN0NVVpM3lPaXpTM0tsNVo0dGNqVUszcndOdWZnVGRoUFFhcHlVUzV4RkE?oc=5,11122025,The Complicated Reality of 3D Printed Prosthetics - IEEE Spectrum
157,The Best 3D Printers for Kids and Teens 2025 - Tom's Hardware,https://news.google.com/rss/articles/CBMiggFBVV95cUxPVkdiMUY2WVhoUTZWV09RMmJHQlI1cUdRaGYxZ2R1TjFsV3VlTDh6S09kaDVkbnBFYk1Xc3c3YmdlcnplU0ZQT1FhdkJKZDYzenVJUDJ3elpZb2I2YzdWNEs0Z1JOenJuSmNIOUF6NExINklEQVB5bDZWbWZMektqR25B?oc=5,12052025,The Best 3D Printers for Kids and Teens 2025 - Tom's Hardware
158,Saudi Arabia boosts global 3D printing presence amid 20% annual growth - Arab News PK,https://news.google.com/rss/articles/CBMiY0FVX3lxTE5UMWFfUzlhaHVyVU5YdGZocWNxWE5TSnA2NXl1dnB0Qkd5Tno1YzRaVUhIeFdPdS1LeUFoLVVzNjhFVFdUTmdoWkxkc052eGRXRVpZb1lNUFhXOXhoaUlpLWh5UQ?oc=5,12072025,Saudi Arabia boosts global 3D printing presence amid 20% annual growth - Arab News PK
159,Danit Peleg Debuts Early Prototype for 3D Printed Denim Made From Recycled Waste - 3D Printing Industry,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPVDJRbTZzcUpXNTBBR282NEZxZGJWWDZEeUlZQS03UnhqSXRqWWxTRDUxTzlXN1hWSEktRC1LYURCTUkxNVo2YlRyX2JfcmRmdEt4SURoSGtFZFFxS2tSYUwtMFdVdUlXTjdJd1JRSEd1ZVpCTWdtVDNOc3ZIZHhUQXdYRHJXODk2bjRGSEk4b093NkZBaTJKOTVidFJHODNQVFJiQzdpMThfMnY4TW0xSWlRUlRfWlFBYUh4QXRONFpyUQ?oc=5,12042025,Danit Peleg Debuts Early Prototype for 3D Printed Denim Made From Recycled Waste - 3D Printing Industry
160,3D printed rear shows how Carbon’s wheelchair cushions cool better than foam - VoxelMatters,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQM3V2TmtIdmhxRDNiTW0tVTRmMGxVMURlY2JBUGtyWEVoZE1qeEVKMWc1TmJEWEhXLUVRNGVqa3hkRDlMZFl1bEUzcDhDRWJyQThucEVKTUNFSWc5WlJYQmJMc1ZIcFgwV3ROT1Raa3VaaHA5MjBia3FyRUR0emtwSDFucFA0Q0g1dm5kTUFkOFVFNEMxYnllZmVQYnpjMFhlY2pQZ01VTV8?oc=5,12042025,3D printed rear shows how Carbon’s wheelchair cushions cool better than foam - VoxelMatters
161,iSUN’s Single-Component Resin Can Make 3D Printed Shoes Scalable - All3DP,https://news.google.com/rss/articles/CBMijgFBVV95cUxQTmp3WWU1clg3czc5XzNhOW5VeXc0a2NNeE9ORW0tY3NwNVotekxrRzE5dW0yVEo1bFNsTl9VOUJTYjZ1OFUzY3M4UUVVc25zbnAzSV9vbUsySHNxN3JTUVVXV2VpcUk0QmozX2Q0RmtadzRvZjVjNUd6SWtZX2czeGhVYkNiQmZyQmFVLUR3?oc=5,11212025,iSUN’s Single-Component Resin Can Make 3D Printed Shoes Scalable - All3DP
162,SWISSto12 Celebrates Success - 3DPrint.com,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE4yRkhCUFJSQmpOODZfXzI0QVBOdC1BdXhvSTB3ZVlMbmlDZFpvUTlKUzNLMWxUdEJUdk5JRTFORGhQbk5CUVRzM281ZU5vTERuT0lMZ0tUdkItMjMxallQeWdSbEpRZDjSAWxBVV95cUxQeVg5ekY0MWNhMmd4RGNxRzR5dFVKWExWZVFWYU5lUVFrZW5IX1h0QTZPck8xZ2hUWUZkVzc0aFpJdkNJdXFuT0psQVRlaVJ5emZtd2RIWEZBVkZfbHRnQmZWRHJXcGxYRmFzSEs?oc=5,12062025,SWISSto12 Celebrates Success - 3DPrint.com
163,New 3D Printed Hydrogen Cell Factory Just Switched On in Catalonia - 3DPrint.com,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPdzRZdlJ0SU9KaFJHc0FzeGFhVWZvNjhUVno2UTVqOS13ODFTa2ktamVLa1R4NHZCTFVfLUYtQWRjWFlLSWtGN254MjFyOVV2bFdwUVdmSFRpQ2tPYVc1UzlHb1Bqb244RGUyZFRkR1A2Y3RkeWhyZVUtc2lMbEZKMjNkTUZ1aFhYVDZPdlR3VDlMTnhtcl9pd3U5emE3SFlhdFhvSjAyN3M2b2_SAbABQVVfeXFMTmd5YTl0aVNkYnd4eDZ4a3MybTlPQmpnellRd2tGYUFaVlRvMmhNaWdIb3hQSThIaXdoZXlFZVozVzdObktlZm85QV9NRXE5OFo3b2pmMXpYVTJiaXBRdDFfcWNUZTRfdVhEM0FLdnoxZUZCRWdSZ3RNT0FCNlZLX0JKNFhxSHpiZ0N6ckFmeVZDbFFBa2RiMmVmOGpQdUlTVTZqc3ZLamlhSDFWZFJRejA?oc=5,12052025,New 3D Printed Hydrogen Cell Factory Just Switched On in Catalonia - 3DPrint.com
164,Turning 3D Print Waste into New Filament! - Adafruit,https://news.google.com/rss/articles/CBMihAFBVV95cUxPMDFtcm5yOTRmVnBOeGpFS2QxZEM5NUw3TV9sWklZS2hLeThhNklIb0VUWlk1NGFIcVNHRjYyYXlkbW5ndGNoZUFzd1ZRQ2I3aEkzTHR1UnBUUWM4MnNzN25Lc0F0ZHBIUTlZM01kRFBZVWtQWFJXT3VwazZ0bFpkNFpuRkI?oc=5,12062025,Turning 3D Print Waste into New Filament! - Adafruit
165,King Faisal hospital uses 3D printing for tumor surgery - Arab News,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5oMnl6VXJnbzlha0lPMFRGN1NMS1VxUGoyZUtWckpXZG9HMHlMQzZkQWx2WWFpNlNxQVExS25saVU0Y2dNZGVpWWRwOHhUYTZ0RkNEVmZ6bEhVWkpEUzRj?oc=5,12012025,King Faisal hospital uses 3D printing for tumor surgery - Arab News
166,Free-standing thermosets shaped by laser-assisted 3D printing - Nature,https://news.google.com/rss/articles/CBMiX0FVX3lxTE9ZQWlxYThqQ0ItNVp4Z2VMTmRDWkRnd25qZFlTdXgtQ2FCQzVaUWlfNjBSbkVXdWstS1pVVzlXLWcwYnVSczVSU2FrRXI0N3RXSjFSWHdFY0U2OHFRWExR?oc=5,11132025,Free-standing thermosets shaped by laser-assisted 3D printing - Nature
167,Unique resin allows 3D-printing method to add and subtract - Tech Xplore,https://news.google.com/rss/articles/CBMicEFVX3lxTE5wLTcyM0x0MEpXMVRLa1V3LXB5Nm5pa0RfRldHWE9MMG1MQk9JVjZLY0NGclo3TUhjNjBTdjA4bnprUktEVHNmUkZTbTZ3U0FZQnFaR0g5UmUtaFBxTzRxNG45THVvblVsNzlMeDl0ajM?oc=5,11142025,Unique resin allows 3D-printing method to add and subtract - Tech Xplore
168,10 Of The Best 3D Printing Accessories You Can Buy On Amazon - bgr.com,https://news.google.com/rss/articles/CBMickFVX3lxTE1McGx0dnNjc2RSRE9ZWjhJOG9oeG9WSnQ2aWRWZFJkbzU2dTFTVkljMm0tWDhlYzVhUmVHa3g5Y09hUHItYmZjMFZyc293ckpRdkxnLVVzSTZabHJaMThfUUVlSzV2YnVYMXQtRGt4S1k2dw?oc=5,12012025,10 Of The Best 3D Printing Accessories You Can Buy On Amazon - bgr.com
169,Researchers at UW-Platteville find way to convert spoiled milk into 3D printing plastic - Channel 3000,https://news.google.com/rss/articles/CBMi_wFBVV95cUxONVQ4VDJKMG5JeVp4WEJHR25pR1FRYnJ4UDBoVUd5dENSbm5lZWRnUzJOYS16N1llaFF6ZkV5UFNBN2JLN1lLU3ViY0wtQWNla1BnVlpWYTRabUtJay14YzY4bUtqSzVsWTZYSFQxWWJVSlZHSXFPYkZjWklqb0FQeGJOWnNTdU5KclVSV0ZCTnRKNEZvcklHazBPa3hIOGp0WThEd1h5ZFBiak92UXZTWnYwMS1nbVhicmhoZG9naWE1anlkaDNubDE3TzZFVld3VE5Zb2lQZ2Q5RXpmdmNRNEFQT0RHSDZ0QkFBRVhFLVBDdUFydUpUbmlJN2JjYjQ?oc=5,12072025,Researchers at UW-Platteville find way to convert spoiled milk into 3D printing plastic - Channel 3000
